Code,Name,Pinyin,Current_date,Net_value,Gross_value,Day_rate,One_week,One_month,Three_month,Six_month,One_year,Two_year,Three_year,From_this_y,From_establish,Establish_date,,,Management_rate,Discounted_m_r,,Discounted_m_r,,
003745,广发多元新兴股票,GFDYXXGP,2019-02-22,0.8620,0.8620,2.2781,4.6879,11.8609,4.9683,-2.4556,-14.78,,,13.9458,-13.80,2017-04-25,1,-16.6485,1.50%,0.15%,1,0.15%,1,
003744,广发汇平一年定开债C,GFHPYNDKZC,2019-02-22,1.0752,1.0752,-0.0093,0.0372,0.3079,1.5393,2.8014,4.8771,7.3804,,1.1192,7.52,2017-01-06,1,7.52,,0.00%,,,,
003743,广发汇平一年定开债A,GFHPYNDKZA,2019-02-22,1.0840,1.0840,-0.0184,0.0369,0.3332,1.6409,3.0027,5.2938,8.2160,,1.1666,8.40,2017-01-06,1,8.4,0.80%,0.08%,1,0.08%,1,
003735,万家瑞盈灵活配置混合C,WJRYLHPZHHC,2019-02-22,1.1188,1.1188,-0.0089,0.0179,0.4218,1.5060,3.2484,3.7559,10.8271,,1.0568,11.8688,2016-11-11,1,3.7559,,0.00%,,,,
003734,万家瑞盈灵活配置混合A,WJRYLHPZHHA,2019-02-22,1.1164,1.1164,-0.0179,0.0179,0.3595,1.4171,3.2938,3.8607,10.5237,,0.9677,11.6288,2016-11-11,1,3.8607,0.60%,0.06%,1,0.06%,1,
003733,金鹰添裕纯债债券,JYTYCZZQ,2019-02-22,1.0371,1.1061,0,-0.0867,0.3899,1.7711,4.1596,7.7730,10.7330,,0.9491,10.7994,2016-11-23,1,7.7834,0.80%,0.08%,1,0.08%,1,
003732,长安泓泽纯债债券C,CAHZCZZQC,2019-02-22,1.0269,1.0789,0,0.0292,0.4696,1.7422,3.5880,6.6383,7.3277,,1.1131,7.9180,2016-11-16,1,6.6176,,0.00%,,,,
003731,长安泓泽纯债债券A,CAHZCZZQA,2019-02-22,1.0543,1.1073,0,0.0190,0.4574,1.7433,3.5120,6.4569,10.1191,,1.1117,10.7578,2016-11-16,1,6.4468,0.80%,0.08%,1,0.08%,1,
003730,博时富华纯债债券,BSFHCZZQ,2019-02-22,1.0536,1.1181,-0.0190,-0.0569,0.2474,1.6479,4.0234,8.7578,11.4771,,0.7651,12.1571,2016-11-25,1,8.7680,0.80%,0.08%,1,0.08%,1,
003723,华润元大双鑫债券C,HRYDSXZQC,2019-02-22,0.9397,0.9397,0.1172,0.7289,0.7073,1.9087,3.3546,-3.2235,,,1.9197,-6.0394,2017-03-24,1,-3.4913,,0.00%,,,,
003717,中银量化精选混合,ZYLHJXHH,2019-02-22,0.7184,0.7184,1.8141,4.5097,8.6838,4.3731,-6.0178,-21.5464,-30.4886,,11.4490,-28.16,2016-12-13,1,-22.6057,1.50%,0.15%,1,0.15%,1,
003715,宝盈消费主题混合,BYXFZTHH,2019-02-22,0.9108,0.9108,0.8973,3.5588,8.0555,10.1197,-0.1863,-15.1007,-9.8575,,11.6861,-8.92,2017-01-04,1,-15.7625,1.50%,0.15%,1,0.15%,1,
003714,英大睿盛C,YDRSC,2019-02-22,0.9575,1.0375,2.1115,4.9891,10.0701,6.8520,4.1554,-4.0484,-0.3225,,13.2868,3.3357,2016-11-30,1,-6.0728,,0.00%,,,,
003713,英大睿盛A,YDRSA,2019-02-22,0.9516,1.0316,2.1249,4.9983,10.0879,6.8972,3.1321,-4.8876,-0.9907,,13.3127,2.6825,2016-11-30,1,-6.9066,0.80%,0.08%,1,0.08%,1,
003710,国投瑞银和顺债券,GTRYHSZQ,2019-02-22,1.1580,1.1580,0.0864,0.6957,2.5686,2.8419,3.9497,3.5778,14.4269,,3.9497,15.80,2016-11-23,1,3.4884,0.80%,0.08%,1,0.08%,1,
003709,博时民丰纯债C,BSMFCZC,2019-02-22,1.0317,1.0923,0,0.0097,0.3209,1.4554,2.7862,5.6459,8.9346,,0.9788,9.5664,2016-11-30,1,5.6459,,0.00%,,,,
003708,博时民丰纯债A,BSMFCZA,2019-02-22,1.0331,1.1011,-0.0097,0.0097,0.3497,1.5632,2.9967,6.0617,9.8164,,1.0367,10.5192,2016-11-30,1,6.0720,0.80%,0.08%,1,0.08%,1,
003704,光大保德信事件驱动混合,GDBDXSJQDHH,2019-02-22,0.94,0.94,0.9125,2.4970,4.5839,4.8289,1.4352,-12.2234,-6.7645,,4.8873,-6.0094,2017-01-18,1,-13.1105,1.50%,0.15%,1,0.15%,1,
003703,博时富鑫纯债,BSFXCZ,2019-02-22,1.0616,1.0731,-0.0188,-0.0753,0.3403,2.1336,4.1959,7.9366,6.6814,,1.0855,7.3322,2016-11-17,1,7.9773,0.80%,0.08%,1,0.08%,1,
003702,平安中证沪港深高股息,PAZZHGSGGX,2019-02-22,0.9444,0.9444,1.5375,4.1809,8.7893,7.2938,2.3740,-10.7119,-5.5694,,12.7103,-5.56,2017-01-25,1,-11.7992,1.20%,0.12%,1,0.12%,1,
003685,汇安丰融混合C,HAFRHHC,2019-02-22,1.0684,1.0684,0.0187,0.0937,0.5269,1.4721,0.2816,1.5107,6.7759,,1.1742,6.84,2016-12-22,1,1.4727,,0.00%,,,,
003684,汇安丰融混合A,HAFRHHA,2019-02-22,1.0737,1.0737,0.0186,0.0932,0.5337,1.5031,0.3270,1.6184,7.2949,,1.1874,7.37,2016-12-22,1,1.5805,1.50%,0.15%,1,0.15%,1,
003680,华润元大双鑫债券A,HRYDSXZQA,2019-02-22,0.9430,0.9430,0.1168,0.7264,0.7264,2.0011,3.5467,-2.8536,,,1.9680,-5.7094,2017-03-24,1,-3.1112,0.80%,0.08%,1,0.08%,1,
003672,兴业裕华债券,XYYHZQ,2019-02-22,1.0326,1.1166,0,0.0872,0.3986,1.5439,3.0984,7.1071,11.1903,,1.0570,12.0465,2016-12-07,1,7.0864,0.80%,0.08%,1,0.08%,1,
003671,兴业裕恒债券,XYYHZQ,2019-02-22,1.0631,1.0752,0,-0.0376,0.2263,1.4796,2.9648,3.8096,6.9798,,0.5581,7.5360,2016-11-04,1,3.8194,0.80%,0.08%,1,0.08%,1,
003670,中融物联网主题灵活配置混合,ZRWLWZTLHPZHH,2019-02-22,0.7293,0.7293,1.4749,2,5.8952,1.1091,-15.7074,-27.2519,,,9.2421,-27.07,2017-02-27,1,-27.8304,1.50%,0.15%,1,0.15%,1,
003669,东方红益鑫纯债C,DFHYXCZC,2019-02-22,1.0709,1.1009,0,0.0373,0.1964,1.3534,3.1391,6.7122,10.0112,,0.8475,10.2752,2016-11-28,1,6.7122,,0.00%,,,,
003668,东方红益鑫纯债A,DFHYXCZA,2019-02-22,1.0802,1.1102,0,0.0556,0.2320,1.4463,3.3481,7.0931,10.8515,,0.9061,11.2173,2016-11-28,1,7.0832,0.70%,0.70%,99,0.70%,99,
003665,新沃通利纯债C,XWTLCZC,2019-02-22,1.0715,1.0715,0.0373,0.1402,0.3089,0.9326,1.9408,5.7645,4.2924,,0.7522,7.15,2016-12-27,1,5.6362,,0.00%,,,,
003664,新沃通利纯债A,XWTLCZA,2019-02-22,1.0493,1.0493,0.0381,0.1527,0.3347,0.9525,2.0323,5.9043,4.7938,,0.7296,4.93,2016-12-27,1,5.7731,0.60%,0.06%,1,0.06%,1,
003659,山西策略灵活配置混合,SXCLLHPZHH,2019-02-22,0.8907,0.8907,-0.0673,2.9116,10.6460,5.5832,-2.5599,-13.7253,-11.1610,,11.6585,-10.93,2016-12-29,1,-13.4444,1.50%,0.15%,1,0.15%,1,
003658,长盛量化多策略灵活配置混合,CSLHDCLLHPZHH,2019-02-22,0.9350,0.9350,1.7410,3.4292,7.5949,5.5305,-2.5026,-14.7675,-6.50,,11.3095,-6.50,2017-02-22,1,-16.1349,1.50%,0.15%,1,0.15%,1,
003650,融通通润债券,RTTRZQ,2019-02-22,1.0337,1.1032,0.0194,-0.0097,0.4762,1.3958,3.15,6.3964,,,1.0262,10.5741,2017-03-13,1,6.3861,0.70%,0.07%,1,0.07%,1,
003647,创金合信中证1000指数增强C,CJHXZZ1000ZSZQC,2019-02-22,0.8464,0.8464,1.9759,5.1951,9.1847,5.8794,3.4087,-6.8354,-14.6086,,13.8246,-15.36,2016-12-22,1,-8.2994,,0.00%,,,,
003646,创金合信中证1000指数增强A,CJHXZZ1000ZSZQA,2019-02-22,0.8484,0.8484,1.9712,5.2083,9.2314,6.0235,3.6150,-6.6564,-14.4327,,13.9557,-15.16,2016-12-22,1,-8.1197,1.50%,0.15%,1,0.15%,1,
003643,工银国债纯债债券C,GYGZCZZQC,2019-02-22,1.0465,1.0465,0,0.0191,0.2682,0.8675,1.9981,7.3993,3.8091,,0.5959,4.6395,2016-12-16,1,7.4301,,0.00%,,,,
003642,长盛盛丰灵活配置混合C,CSSFLHPZHHC,2019-02-22,0.9881,1.0361,0.2231,0.4983,1.1776,1.6877,0.3555,-4.5120,2.5342,,1.7716,3.5185,2016-11-18,1,-4.7053,,0.00%,,,,
003641,长盛盛丰灵活配置混合A,CSSFLHPZHHA,2019-02-22,0.9954,1.0664,0.2215,0.5048,1.1997,1.7375,0.4642,-4.3057,5.4627,,1.7999,6.5173,2016-11-18,1,-4.5076,0.80%,0.08%,1,0.08%,1,
003640,兴业裕丰债券,XYYFZQ,2019-02-22,1.03,1.1010,0,0.0097,0.3605,1.0059,2.2873,7.3521,9.8917,,0.7532,10.3862,2017-01-03,1,7.3625,0.80%,0.08%,1,0.08%,1,
003638,安信永鑫增强债券C,AXYXZQZQC,2019-02-22,1.0717,1.1027,0.2995,0.5535,0.9038,1.7270,3.5913,5.5457,10.3365,,1.9856,10.3586,2017-01-13,1,5.6569,,0.00%,,,,
003637,安信永鑫增强债券A,AXYXZQZQA,2019-02-22,1.0715,1.1025,0.2902,0.5536,0.9230,1.7945,3.7470,5.8295,10.2937,,2.0243,10.3378,2017-01-13,1,5.9311,0.60%,0.06%,1,0.06%,1,
003634,嘉实农业产业股票,JSNYCYGP,2019-02-22,1.0274,1.0274,-0.1264,7.2219,15.2052,16.7367,11.2868,-6.5405,2.5554,,19.8833,2.74,2016-12-07,1,-7.4684,1.50%,0.15%,1,0.15%,1,
003629,上投摩根全球多元配置人民币,STMGQQDYPZRMB,2019-02-21,1.1360,1.1360,-0.6993,0,2.0665,0.8881,-4.9372,5.1852,9.7585,,4.6041,13.60,2016-12-19,1,3.7171,1.50%,0.15%,1,0.15%,1,
003628,兴银收益增强债券,XYSYZQZQ,2019-02-22,1.0403,1.0403,0.5801,1.5224,2.7457,3.0204,3.2556,1.3049,3.5536,,2.9898,4.0196,2016-11-28,1,0.6136,0.80%,0.08%,1,0.08%,1,
003626,平安鑫利混合A,PAXLHHA,2019-02-22,1.0635,1.0931,0.0094,0.0565,0.3302,2.1026,2.4370,2.7636,8.9836,,1.0068,9.4958,2016-12-07,1,2.7442,0.80%,0.08%,1,0.08%,1,
003625,创金合信资源股票发起式C,CJHXZYGPFQSC,2019-02-22,0.8745,0.8745,0.6561,4.9442,9.0127,5.4758,-5.4595,-28.1134,-16.6905,,10.8084,-12.55,2016-11-02,1,-28.7053,,0.00%,,,,
003624,创金合信资源股票发起式A,CJHXZYGPFQSA,2019-02-22,0.8929,0.8929,0.6652,4.9606,9.0631,5.6062,-5.2224,-27.6828,-15.0590,,10.8779,-10.71,2016-11-02,1,-28.2822,1.50%,0.15%,1,0.15%,1,
003623,创金合信优价成长股票C,CJHXYJCZGPC,2019-02-22,0.9843,0.9843,2.9387,6.9310,12.1709,11.3462,15.0555,-11.5395,-3.7171,,15.7864,-1.57,2016-11-02,1,-14.8468,,0.00%,,,,
003622,创金合信优价成长股票A,CJHXYJCZGPA,2019-02-22,0.9845,0.9845,2.9166,6.8947,12.1554,11.3436,14.7035,-11.7040,-3.8011,,15.8099,-1.55,2016-11-02,1,-14.9865,1.50%,0.15%,1,0.15%,1,
003615,信诚景瑞债券C,XCJRZQC,2019-02-22,1.0508,1.1068,0,0.0858,0.2385,1.2398,2.8752,5.5885,10.0107,,0.8833,10.8138,2016-12-07,1,5.5583,,0.00%,,,,
003614,信诚景瑞债券A,XCJRZQA,2019-02-22,1.0544,1.1104,0,0.0760,0.3713,1.3718,3.0449,5.8194,10.3557,,1.0157,11.1834,2016-12-07,1,5.7892,0.80%,0.08%,1,0.08%,1,
003613,南方卓元债券C,NFZYZQC,2019-02-22,1.0947,1.0947,0.2748,0.4128,0.8011,1.9843,4.1381,4.7760,9.8214,,1.7474,9.47,2016-11-11,1,4.5080,,0.00%,,,,
003612,南方卓元债券A,NFZYZQA,2019-02-22,1.1046,1.1046,0.2723,0.4182,0.8399,2.0793,4.3454,5.20,10.7035,,1.7971,10.46,2016-11-11,1,4.9238,0.80%,0.08%,1,0.08%,1,
003607,博时富益纯债债券,BSFYCZZQ,2019-02-22,1.0493,1.1054,-0.0381,-0.0762,0.2771,1.9725,4.7034,8.6592,10.2026,,1.3034,10.6875,2016-11-04,1,8.7006,0.80%,0.08%,1,0.08%,1,
003605,景顺长城景泰汇利定开债,JSCCJTHLDKZ,2019-02-22,1.1244,1.1244,0.0445,0.1247,0.4287,2.2368,4.2559,7.4747,11.4702,,1.3156,12.44,2016-11-11,1,7.3886,0.80%,0.08%,1,0.08%,1,
003604,景顺长城泰安回报混合C,JSCCTAHBHHC,2019-02-22,1.0261,1.1340,0.0195,0.1268,0.4012,1.2632,2.5497,4.8608,12.5056,,0.8452,13.9232,2016-12-09,1,4.8097,,0.00%,,,,
003603,景顺长城泰安回报混合A,JSCCTAHBHHA,2019-02-22,1.0268,1.1387,0.0195,0.1268,0.4205,1.3223,2.6477,5.0814,12.9539,,0.8744,14.4336,2016-12-09,1,5.0199,1.00%,0.10%,1,0.10%,1,
003602,申万菱信安鑫精选混合C,SWLXAXJXHHC,2019-02-22,1.0540,1.1140,0.4766,0.6686,0.7648,2.2308,3.4347,3.3334,11.3274,,1.4437,11.6614,2016-11-18,1,2.9412,,0.00%,,,,
003601,申万菱信安鑫精选混合A,SWLXAXJXHHA,2019-02-22,1.0540,1.1140,0.4766,0.6685,0.7648,2.2308,3.4347,3.4347,11.3212,,1.4437,11.6552,2016-11-18,1,3.0422,0.70%,0.07%,1,0.07%,1,
003598,华商润丰灵活配置混合,HSRFLHPZHH,2019-02-22,0.9970,0.9970,0.4028,2.8896,7.9004,4.2887,-3.9499,8.9617,-0.2002,,8.7241,-0.30,2017-01-25,1,8.1967,1.50%,0.15%,1,0.15%,1,
003595,长盛盛崇灵活配置混合C,CSSCLHPZHHC,2019-02-22,1.0597,1.1564,0,0.0369,0.2633,0.8843,1.8264,1.5939,14.4565,,0.5454,15.7155,2016-11-10,1,1.5844,,0.00%,,,,
003594,长盛盛崇灵活配置混合A,CSSCLHPZHHA,2019-02-22,1.0686,1.1786,0.0094,0.0549,0.3408,1.1085,2.1231,4.4655,16.6443,,0.6555,17.9624,2016-11-10,1,4.4459,0.80%,0.08%,1,0.08%,1,
003593,国泰景气行业灵活配置混合,GTJQHYLHPZHH,2019-02-22,1.0047,1.0712,1.8552,4.0601,10.7717,10.8084,1.0866,-13.0226,,,15.8556,6.0451,2017-03-20,1,-13.9922,1.50%,0.15%,1,0.15%,1,
003592,华泰柏瑞享利混合C,HTBRXLHHC,2019-02-22,1.1152,1.1152,0.2968,0.6498,2.1245,2.3777,3.0303,-0.1075,9.7638,,3.4892,11.52,2016-12-29,1,-0.0896,,0.00%,,,,
003591,华泰柏瑞享利混合A,HTBRXLHHA,2019-02-22,1.1225,1.1225,0.3038,0.6636,2.1476,2.4459,3.1615,0.0535,10.4823,,3.5326,12.25,2016-12-29,1,0.0624,1.50%,0.15%,1,0.15%,1,
003587,先锋精一混合C,XFJYHHC,2019-02-22,0.8425,0.8425,2.5813,4.2827,9.3588,11.0452,2.6688,-16.4352,-15.4456,,13.0417,-15.75,2016-11-18,1,-18.6669,,0.00%,,,,
003586,先锋精一混合A,XFJYHHA,2019-02-22,0.8641,0.8641,2.5882,4.4861,9.7549,11.8287,3.7958,-15.2178,-13.4515,,13.6376,-13.59,2016-11-18,1,-17.4941,1.50%,0.15%,1,0.15%,1,
003582,中金量化多策略混合,ZJLHDCLHH,2019-02-22,0.91,0.91,1.7897,4.2383,8.2045,4.9596,2.4775,-12.4158,-11.4786,,11.3831,-9,2016-11-10,1,-13.4745,1.50%,0.15%,1,0.15%,1,
003581,前海联合国民健康混合,QHLHGMJKHH,2019-02-22,0.9070,0.9070,1.4541,2.1396,6.2061,-6.1077,-10.0198,-11.0784,-12.4517,,6.2061,-9.30,2016-12-29,1,-11.7647,1.50%,0.15%,1,0.15%,1,
003580,泰康沪港深价值优选混合,TKHGSJZYXHH,2019-02-22,1.0683,1.0683,1.6267,5.1166,10.2704,9.2108,2.1808,-13.1393,4.6635,,13.5040,6.83,2016-12-28,1,-14.7980,1.50%,0.15%,1,0.15%,1,
003579,中金沪深300C,ZJHS300C,2019-02-22,1.1116,1.1116,1.7762,4.18,9.8637,8.0482,4.4050,-10.5136,2.7833,,13.8235,4.4541,2016-11-28,1,-11.7373,,0.00%,,,,
003578,中金中证500C,ZJZZ500C,2019-02-22,0.9228,0.9228,1.8768,4.2240,8.3099,4.1418,0.7094,-14.4684,-13.4497,,12.4955,-14.5318,2016-11-28,1,-15.5993,,0.00%,,,,
003567,华夏行业景气混合,HXHYJQHH,2019-02-22,1.0739,1.0739,1.2445,2.7066,8.4309,8.8486,10.0646,-4.1246,7.5729,,9.7384,7.39,2017-02-04,1,-4.9460,1.50%,0.15%,1,0.15%,1,
003566,博时臻选纯债债券,BSZXCZZQ,2019-02-22,1.0392,1.0836,0,0.0578,0.4252,1.5637,2.7791,5.8179,8.6377,,1.2174,8.4422,2016-11-07,1,5.8282,0.80%,0.08%,1,0.08%,1,
003562,诺德成长精选C,NDCZJXC,2019-02-22,1.0295,1.0295,0.3411,1.0999,3.3739,2.3258,-1.8402,-6.6806,,,4.0214,2.9397,2017-02-24,1,-7.0251,,0.00%,,,,
003561,诺德成长精选A,NDCZJXA,2019-02-22,1.0303,1.0303,0.3409,1.0990,3.3815,2.3443,-1.7920,-6.7011,,,4.0287,3.0197,2017-02-24,1,-7.0453,1.20%,0.12%,1,0.12%,1,
003556,华泰柏瑞睿利混合C,HTBRRLHHC,2019-02-22,0.9508,0.9508,-0.0105,-0.0736,-0.3563,-2.5820,-4.0178,-9.8511,-5.3930,,-0.6790,-4.92,2016-11-23,1,-9.8322,,0.00%,,,,
003555,华泰柏瑞睿利混合A,HTBRRLHHA,2019-02-22,0.9553,0.9553,-0.0105,-0.0732,-0.3443,-2.5999,-3.9899,-9.7496,-4.9453,,-0.7171,-4.47,2016-11-23,1,-9.7308,1.50%,0.15%,1,0.15%,1,
003554,泰达宏利大数据混合C,TDHLDSJHHC,2019-02-22,1.0811,1.0811,1.7506,4.0319,8.9598,7.3799,3.5833,-7.9915,-9.9159,,12.8379,-7.8189,2017-02-09,1,-9.0553,,0.00%,,,,
003550,泰达改革动力混合C,TDGGDLHHC,2019-02-22,1.1425,1.1425,1.2765,3.7976,9.9192,9.0275,3.7410,-11.5164,-5.1789,,14.2957,-3.7652,2017-02-09,1,-12.1592,,0.00%,,,,
003549,浙商惠裕纯债,ZSHYCZ,2019-02-22,1.0198,1.0643,-0.0098,0.0588,0.4037,1.6838,3.8047,7.33,9.3691,,1.0704,6.5036,2016-11-07,1,7.3406,0.80%,0.08%,1,0.08%,1,
003548,泰达宏利沪深300指数增强C,TDHLHS300ZSZQC,2019-02-22,1.3316,1.3316,2.2028,4.8421,10.7544,8.5425,4.1696,-12.5730,7.0075,,15.4801,10.3323,2017-02-09,1,-14.2079,,0.00%,,,,
003546,长城久信债券,CCJXZQ,2019-02-22,1.0859,1.0859,0,0.0276,0.3048,0.8357,2.4531,5.3556,7.6534,,0.5277,8.59,2016-11-30,1,5.3459,0.80%,0.08%,1,0.08%,1,
003545,东兴兴利债券,DXXLZQ,2019-02-22,1.0394,1.0394,0.0096,-0.1153,0.2992,1.3258,2.5555,0.6293,,,0.5806,3.9296,2017-04-14,1,0.6002,0.80%,0.08%,1,0.08%,1,
003524,易方达深证成指ETF联接A,YFDSZCZETFLJA,2019-02-22,0.8891,0.8891,2.1719,5.82,13.8558,11.6819,4.2810,-16.6338,,,17.6837,-11.09,2017-05-04,1,-18.2372,1.00%,0.10%,1,0.10%,1,
003521,万家鑫稳纯债C,WJXWCZC,2019-02-22,1.0141,1.0921,-0.0099,-0.0197,0.3563,1.5584,4.3815,7.7208,9.0411,,0.8954,9.4336,2016-11-25,1,7.7315,,0.00%,,,,
003520,万家鑫稳纯债A,WJXWCZA,2019-02-22,1.0148,1.0888,0,-0.0098,0.3759,1.6215,3.7061,7.1284,8.6652,,0.9350,9.0781,2016-11-25,1,7.1284,0.80%,0.08%,1,0.08%,1,
003516,国泰融安多策略灵活配置混合,GTRADCLLHPZHH,2019-02-22,1.1527,1.1527,2.9748,10.8579,22.2894,21.1074,13.9820,16.3286,,,25.7582,15.27,2017-07-03,1,11.4643,1.50%,0.15%,1,0.15%,1,
003513,中邮消费升级,ZYXFSJ,2019-02-22,0.9690,0.9690,2.8662,9.8639,16.8878,11.7647,10.6164,-3.9643,-3.3898,,18.4597,-3.10,2016-12-15,1,-7.3340,1.50%,0.15%,1,0.15%,1,
003512,申万菱信安鑫优选混合C,SWLXAXYXHHC,2019-02-22,1.0530,1.0530,0.3813,0.7656,1.25,2.3324,2.9326,0.1903,4.3608,,2.0349,5.30,2016-11-07,1,-0.1903,,0.00%,,,,
003511,长盛可转债债券C,CSKZZZQC,2019-02-22,1.0437,1.0537,2.7365,4.7891,9.5288,8.5717,5.5522,0.0192,4.9302,,12.4313,5.3814,2016-12-07,1,-3.3157,,0.00%,,,,
003510,长盛可转债债券A,CSKZZZQA,2019-02-22,1.0263,1.0363,2.7327,4.7779,9.5421,8.1568,4.9065,-1.5350,3.0593,,11.9682,3.6261,2016-12-07,1,-4.8067,0.80%,0.08%,1,0.08%,1,
003503,金鹰鑫瑞混合C,JYXRHHC,2019-02-22,1.2649,1.2649,0.0079,0.0316,0.3093,1.3055,2.2389,20.2834,25.2997,,0.8531,26.49,2016-12-06,1,20.2739,,0.00%,,,,
003502,金鹰鑫瑞混合A,JYXRHHA,2019-02-22,1.1203,1.1203,0,0.0268,0.3224,1.3571,2.3385,5.6887,10.9537,,0.8825,12.03,2016-12-06,1,5.6792,1.00%,0.10%,1,0.10%,1,
003501,泰达睿智稳健灵活配置混合,TDRZWJLHPZHH,2019-02-22,0.8544,0.8544,1.3523,3.2757,6.2554,5.6119,2.2010,-9.6160,-13.7841,,7.9742,-14.56,2016-11-23,1,-10.5469,1.50%,0.15%,1,0.15%,1,
003499,前海联合添和纯债C,QHLHTHCZC,2019-02-22,1.0870,1.0870,0.0092,-0.0276,0.4993,2.2001,3.8204,5.9454,7.7304,,1.6078,8.70,2016-12-07,1,5.9649,,0.00%,,,,
003498,前海联合添和纯债A,QHLHTHCZA,2019-02-22,1.0922,1.0922,0.0092,-0.0183,0.5154,2.2563,3.9399,6.4004,8.5254,,1.6378,9.22,2016-12-07,1,6.4199,0.80%,0.08%,1,0.08%,1,
003494,富国天惠成长混合C,FGTHCZHHC,2019-02-22,1.7403,1.7853,1.8971,4.06,12.2195,7.1020,-3.7231,-14.8369,,,15.6577,-0.7746,2017-03-23,1,-15.7471,,0.00%,,,,
003493,申万菱信安鑫优选混合A,SWLXAXYXHHA,2019-02-22,1.0560,1.0560,0.3802,0.7634,1.2464,2.3256,2.9240,0.2849,4.7619,,2.0290,5.60,2016-11-07,1,-0.0950,0.70%,0.07%,1,0.07%,1,
003492,前海开源外向企业股票,QHKYWXQYGP,2019-02-22,1.0467,1.0467,2.7688,6.5669,11.6599,8.0520,2.0673,-13.41,2.8698,,14.4059,4.67,2016-11-17,1,-16.1482,1.50%,0.15%,1,0.15%,1,
003485,金鹰鑫益混合C,JYXYHHC,2019-02-22,1.0491,1.0491,0.8071,2.0426,2.3013,1.9038,-1.2240,-1.3447,3.9948,,5.0992,4.91,2016-11-16,1,-2.4638,,0.00%,,,,
003484,金鹰鑫益混合A,JYXYHHA,2019-02-22,1.0457,1.0457,0.8098,2.0494,2.3090,1.9201,-1.2372,-1.8491,3.5962,,5.1060,4.57,2016-11-16,1,-2.9660,1.00%,0.10%,1,0.10%,1,
003476,南方安颐混合,NFAYHH,2019-02-22,1.0281,1.0281,0.1754,0.6560,2.1968,2.6048,2.4208,2.1156,2.2070,,3.5765,2.81,2016-12-14,1,2.0163,1.20%,0.12%,1,0.12%,1,
003475,新疆前海联合沪深300指数,XJQHLHHS300ZS,2019-02-22,1.0483,1.0483,2.0740,4.9454,10.9195,8.1614,5.7074,-11.4911,3.3623,,15.2992,4.83,2016-11-30,1,-13.0868,1.20%,0.12%,1,0.12%,1,
003464,泰达宏利亚洲债券(QDII)C,TDHLYZZQQDIIC,2019-02-21,0.9558,0.9558,-0.5618,-0.4479,1.8108,1.6917,-1.5755,-0.6445,-5.9345,,1.3896,-4.42,2016-10-14,1,-0.2491,,0.00%,,,,
003463,泰达宏利亚洲债券(QDII)A,TDHLYZZQQDIIA,2019-02-21,0.9652,0.9652,-0.5564,-0.4333,1.8466,1.7929,-1.3693,-0.1758,-5.1494,,1.4505,-3.48,2016-10-14,1,0.2168,0.80%,0.08%,1,0.08%,1,
003447,英大睿鑫C,YDRXC,2019-02-22,1.0650,1.1150,1.1012,3.1977,7.6519,5.4142,4.2686,-12.3780,8.4746,,11.5183,11.0346,2016-11-23,1,-12.6413,,0.00%,,,,
003446,英大睿鑫A,YDRXA,2019-02-22,1.0788,1.1288,1.1059,3.2048,7.6540,5.4546,4.3529,-12.3695,10.5855,,11.5385,12.4212,2016-11-23,1,-12.6375,0.80%,0.08%,1,0.08%,1,
003435,博时鑫泽灵活配置混合C,BSXZLHPZHHC,2019-02-22,1.1250,1.1250,1.7179,5.2385,13.9818,14.6789,11.3861,-3.1008,12.50,,15.7407,12.50,2016-10-17,1,-5.0818,0.80%,0.08%,1,0.08%,1,
003434,博时鑫泽灵活配置混合A,BSXZLHPZHHA,2019-02-22,1.1260,1.1260,1.7164,5.2336,13.9676,14.7808,11.4851,-3.0146,10.9360,,15.8436,12.60,2016-10-17,1,-4.9957,0.80%,0.08%,1,0.08%,1,
003433,信诚至瑞灵活配置C,XCZRLHPZC,2019-02-22,1.0978,1.0978,0.6510,1.4603,3.8109,4.5823,3.5954,-0.3721,9.7142,,6.2421,9.78,2016-10-21,1,-0.9075,,0.00%,,,,
003432,信诚至瑞灵活配置A,XCZRLHPZA,2019-02-22,1.1006,1.1006,0.6493,1.4565,3.8204,4.6098,3.6444,-0.2718,9.95,,6.2560,10.06,2016-10-21,1,-0.8065,0.80%,0.08%,1,0.08%,1,
003429,中证兴业中高等级信用债指数,ZZXYZGDJXYZZS,2019-02-22,1.0270,1.1140,0,0.0974,0.4893,1.8754,4.0748,8.0590,11.3157,,1.3820,11.8723,2016-11-04,1,8.0590,0.60%,0.06%,1,0.06%,1,
003426,江信添福C,JXTFC,2019-02-22,1.0445,1.0545,0,0.0862,0.6456,3.9613,4.9473,7.9986,7.2956,,3.7342,5.4930,2016-11-02,1,7.9572,,0.00%,,,,
003425,江信添福A,JXTFA,2019-02-22,1.0110,1.0210,0,0.0693,0.6371,0.0198,1.0329,4.1238,3.7535,,1.0092,2.1038,2016-11-02,1,4.0826,0.50%,0.05%,1,0.05%,1,
003418,华润元大润鑫债券A,HRYDRXZQA,2019-02-22,1.0963,1.0963,-0.0182,-0.0365,0.3295,1.6128,3.2784,6.7166,9.5424,,0.8463,9.63,2016-10-17,1,6.7458,0.80%,0.08%,1,0.08%,1,
